school_section,cca_grouping_desc,cca_generic_name,cca_customized_name,school_id
PRIMARY,VISUAL AND PERFORMING ARTS,LION AND DRAGON DANCE,LION DANCE,295
PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na,295
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,296
JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,na,296
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,296
JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,na,296
SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL (BOYS ONLY),296
JUNIOR COLLEGE,PHYSICAL SPORTS,FOOTBALL,na,296
SECONDARY,PHYSICAL SPORTS,SWIMMING,na,296
JUNIOR COLLEGE,PHYSICAL SPORTS,SWIMMING,na,296
SECONDARY,PHYSICAL SPORTS,TAEKWONDO,na,296
JUNIOR COLLEGE,PHYSICAL SPORTS,TAEKWONDO,na,296
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL (GIRLS ONLY),296
JUNIOR COLLEGE,PHYSICAL SPORTS,VOLLEYBALL,na,296
SECONDARY,PHYSICAL SPORTS,BOWLING,na,296
JUNIOR COLLEGE,PHYSICAL SPORTS,BOWLING,na,296
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,296
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,na,296
SECONDARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,na,296
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,na,296
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,296
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,296
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,SYMPHONIC BAND,296
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CONCERT BAND,SYMPHONIC BAND,296
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,297
PRIMARY,PHYSICAL SPORTS,NETBALL,na,297
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,297
PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,na,297
PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na,297
PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,na,297
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,297
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na,297
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,297
PRIMARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,na,297
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,297
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND CRAFTS CLUB,297
PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na,297
PRIMARY,CLUBS AND SOCIETIES,ENGLISH CULTURE AND LANGUAGE,DRAMA AND DEBATE SOCIETY,297
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CONTENT CREATORS CLUB,297
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,298
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,MODERN DANCE,298
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,SERIOUSPLAY (DRAMA),298
SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,na,298
SECONDARY,VISUAL AND PERFORMING ARTS,POP AND JAZZ,TEMASEK ACAPPELLA GROUP,298
SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na,298
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na,298
SECONDARY,PHYSICAL SPORTS,SHOOTING,na,298
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,298
SECONDARY,PHYSICAL SPORTS,CANOEING,CANOEING,298
SECONDARY,PHYSICAL SPORTS,NETBALL,na,298
SECONDARY,PHYSICAL SPORTS,SOFTBALL,na,298
SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,na,298
SECONDARY,PHYSICAL SPORTS,WUSHU,na,298
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NATIONAL POLICE CADET CORPS (NPCC),298
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NATIONAL CADET CORPS (NCC-LAND),298
SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,NATIONAL CIVIL DEFENCE CADET CORPS (NCDCC),298
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA,298
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,298
PRIMARY,CLUBS AND SOCIETIES,FOOD AND CONSUMER EDUCATION,LITTLE CHEF'S CLUB,299
PRIMARY,PHYSICAL SPORTS,FLOORBALL,na,299
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,299
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,299
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,299
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,299
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na,299
PRIMARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",na,299
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na,299
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,299
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,299
PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na,299
PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,299
PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na,299
PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na,299
PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na,299
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,300
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,300
PRIMARY,PHYSICAL SPORTS,NETBALL,na,300
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,300
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,300
PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na,300
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,300
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,300
PRIMARY,CLUBS AND SOCIETIES,MATHEMATICS,MATHEMATICS CLUB,300
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,GREENOVATION CLUB,300
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),MEDIA CLUB,300
PRIMARY,PHYSICAL SPORTS,FLOORBALL,na,300
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,300
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,YOUNG ARTIST CLUB,300
PRIMARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",na,300
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,301
SECONDARY,PHYSICAL SPORTS,FOOTBALL,na,301
SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,TRACK & FIELD,301
SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na,301
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na,301
SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,301
SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na,301
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,301
SECONDARY,UNIFORMED GROUPS,SCOUTS,na,301
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (AIR),na,301
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,301
SECONDARY,VISUAL AND PERFORMING ARTS,INDIAN ORCHESTRA,na,301
SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,na,301
SECONDARY,VISUAL AND PERFORMING ARTS,SPEECH AND DRAMA,na,301
SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,na,301
SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na,301
JUNIOR COLLEGE,OTHERS,STUDENT LEADERSHIP (COUNCIL),na,303
JUNIOR COLLEGE,PHYSICAL SPORTS,CROSS COUNTRY,CROSS COUNTRY,303
JUNIOR COLLEGE,PHYSICAL SPORTS,HOCKEY,HOCKEY,303
JUNIOR COLLEGE,PHYSICAL SPORTS,NETBALL,NETBALL,303
JUNIOR COLLEGE,PHYSICAL SPORTS,FOOTBALL,SOCCER,303
JUNIOR COLLEGE,PHYSICAL SPORTS,SWIMMING,SWIMMING,303
JUNIOR COLLEGE,PHYSICAL SPORTS,SAILING,na,303
JUNIOR COLLEGE,PHYSICAL SPORTS,TRACK AND FIELD,TRACK & FIELD,303
JUNIOR COLLEGE,PHYSICAL SPORTS,TABLE TENNIS,na,303
JUNIOR COLLEGE,PHYSICAL SPORTS,TENNIS,TENNIS,303
JUNIOR COLLEGE,PHYSICAL SPORTS,TAEKWONDO,TAEKWONDO,303
JUNIOR COLLEGE,PHYSICAL SPORTS,WUSHU,WUSHU,303
JUNIOR COLLEGE,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL,303
JUNIOR COLLEGE,PHYSICAL SPORTS,FLOORBALL,FLOORBALL,303
JUNIOR COLLEGE,PHYSICAL SPORTS,OUTDOOR ADVENTURE,na,303
JUNIOR COLLEGE,PHYSICAL SPORTS,ROCKWALL CLIMBING,na,303
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA,303
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR,303
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,GUITAR ENSEMBLE,303
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,HARMONICA ENSEMBLE,HARMONICA BAND,303
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,STRING ENSEMBLE,STRING ENSEMBLE,303
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,SYMPHONIC BAND,303
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE CLUB,303
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA,303
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,303
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,SPACE SCIENCE,ASTRONOMY CLUB,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,CHINESE SOCIETY,CHINESE SOCIETY,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,DEBATES,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,ECONOMICS SOCIETY,VECONOMIST,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,COMMUNITY SERVICE (FIRST AID),FIRST AID CLUB,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,HORTICULTURE CLUB,HORTICULTURAL SOCIETY,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,COMMUNITY SERVICE (ROTARY-SPONSORED),INTERACT CLUB,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,JAPANESE CLUB,JAPANESE CLUB,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,LIBRARY COUNCIL,LIBRARY COUNCIL,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,MALAY CULTURE AND LANGUAGE,MALAY CULTURAL SOCIETY,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,MATHEMATICS,MATHEMATICS SOCIETY,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,OUTDOOR ACTIVITIES CLUB,OUTDOOR ACTIVITIES CLUB,303
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,PHOTOGRAPHY,PHOTOGRAPHY SOCIETY,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,STUDENTS' COUNCIL,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,SCIENCE SOCIETY,SCIENCE SOCIETY,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,WRITERS' CIRCLE,WRITERS' CIRCLE,303
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY SOCIETY,CHINESE CALLIGRAPHY,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,INDIAN CULTURE AND LANGUAGE,INDIAN CULTURAL SOCIETY,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,ROBOTICS,ROBOTICS-MAKERS CLUB,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,ANIMAL WELFARE SOCIETY,PETS & ANIMAL WELFARE SOCIETY,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,EARTH WATCH,EARTH WATCH,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,PA CREW,PA CREW,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),STUDIOV,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,STRATEGY GAMES,na,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,STRATEGIC GAMES CLUB,STRATEGIC GAMES CLUB,303
JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,BADMINTON,303
JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,303
JUNIOR COLLEGE,PHYSICAL SPORTS,CRICKET,CRICKET,303
JUNIOR COLLEGE,CLUBS AND SOCIETIES,MEDICAL SOCIETY,MEDICAL SOCIETY,303
SECONDARY,PHYSICAL SPORTS,SHOOTING,SHOOTING,304
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,304
SECONDARY,PHYSICAL SPORTS,CRICKET,na,304
SECONDARY,PHYSICAL SPORTS,CROSS COUNTRY,CROSS COUNTRY,304
SECONDARY,PHYSICAL SPORTS,HOCKEY,na,304
SECONDARY,PHYSICAL SPORTS,FOOTBALL,na,304
SECONDARY,PHYSICAL SPORTS,SAILING,na,304
SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,na,304
SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na,304
SECONDARY,PHYSICAL SPORTS,TENNIS,na,304
SECONDARY,PHYSICAL SPORTS,WUSHU,na,304
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na,304
SECONDARY,PHYSICAL SPORTS,FLOORBALL,na,304
SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,304
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,304
SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS,304
SECONDARY,UNIFORMED GROUPS,SCOUTS,na,304
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,304
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (SEA),na,304
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na,304
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,304
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,304
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,304
SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,AUDIO VISUAL CLUB,304
SECONDARY,CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,DEBATING & ORATORICAL SOCIETY,304
SECONDARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHY,PHOTOGRAPHY CLUB,304
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),INFOCOMM CLUB,304
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR,305
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,305
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART & CRAFTS,305
PRIMARY,CLUBS AND SOCIETIES,INTERNATIONAL CHESS,na,305
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM & MEDIA,305
PRIMARY,UNIFORMED GROUPS,SCOUTS,CUB SCOUTS,305
PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL,305
PRIMARY,VISUAL AND PERFORMING ARTS,BRASS BAND,BRASS BAND,305
PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,CODING & ROBOTICS,305
PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,305
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,306
PRIMARY,PHYSICAL SPORTS,FOOTBALL,SOCCER,306
PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na,306
PRIMARY,PHYSICAL SPORTS,WUSHU,na,306
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,306
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR ENSEMBLE,306
PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,GUZHENG ENSEMBLE,306
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,MODERN DANCE,306
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,306
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,306
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,306
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,VISUAL AND DIGITAL ARTS CLUB,306
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM TECHNOLOGY,306
PRIMARY,VISUAL AND PERFORMING ARTS,STRING ENSEMBLE,Ukulele,307
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,307
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,307
PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na,307
PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,307
PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na,307
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,307
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na,307
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,307
PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na,307
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na,307
PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,Robotix Club,307
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na,307
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOMEDIA CLUB,307
SECONDARY,PHYSICAL SPORTS,SHOOTING,SHOOTING,309
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,309
SECONDARY,PHYSICAL SPORTS,NETBALL,na,309
SECONDARY,PHYSICAL SPORTS,FOOTBALL,na,309
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na,309
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,309
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,309
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,309
SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,NCDCC,309
SECONDARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,na,309
SECONDARY,VISUAL AND PERFORMING ARTS,MARCHING BAND,BAND - MARCHING,309
SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na,309
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,INTERNATIONAL DANCE,309
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,309
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DRUMS,FESTIVE DRUMS,309
SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,na,309
SECONDARY,CLUBS AND SOCIETIES,COMPUTER CLUB,INFOCOMM CLUB,309
SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE CLUB,PHOTOGRAPHY & DIGITAL MEDIA,309
PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,310
PRIMARY,PHYSICAL SPORTS,RUGBY,RUGBY,310
PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL,310
PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS,310
PRIMARY,VISUAL AND PERFORMING ARTS,BRASS BAND,BRASS BAND,310
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE,310
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,310
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND CRAFTS,310
PRIMARY,CLUBS AND SOCIETIES,CHINESE CULTURE AND LANGUAGE,CHINESE CULTURE AND LANGUAGE,310
PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,311
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,311
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE,311
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,311
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),INFOCOMM TECHNOLOGY (COMPUTING),311
PRIMARY,CLUBS AND SOCIETIES,ENGLISH CULTURE AND LANGUAGE,"ENGLISH LANGUAGE, DRAMA AND DEBATING",311
PRIMARY,PHYSICAL SPORTS,WUSHU,na,311
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,311
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,312
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,312
SECONDARY,PHYSICAL SPORTS,NETBALL,na,312
SECONDARY,PHYSICAL SPORTS,FOOTBALL,na,312
SECONDARY,PHYSICAL SPORTS,BOWLING,BOWLING,312
SECONDARY,PHYSICAL SPORTS,TCHOUKBALL,na,312
SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,312
SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na,312
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NATIONAL POLICE CADET CORPS,312
SECONDARY,UNIFORMED GROUPS,ST JOHN BRIGADE,NATIONAL CIVIL DEFENCE CADET CORPS,312
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NATIONAL CADET CORPS (LAND),312
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,SHOW CHOIR,312
SECONDARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,GUITAR ENSEMBLE,312
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,312
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA (ENGLISH),312
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,312
SECONDARY,CLUBS AND SOCIETIES,AERO-MODELLING,Westwood Flying Club,312
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,VISUAL ARTS,312
SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,AVA CLUB,312
SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,na,312
PRIMARY,PHYSICAL SPORTS,NETBALL,na,313
PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL,313
PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na,313
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,313
PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,ANGKLUNG,313
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,313
PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,GUZHENG,313
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,313
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,313
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,313
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na,313
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na,313
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,ENVIRONMENTAL CLUB,313
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,313
PRIMARY,PHYSICAL SPORTS,TCHOUKBALL,TCHOUKBALL,313
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,314
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,314
SECONDARY,PHYSICAL SPORTS,FOOTBALL,na,314
SECONDARY,PHYSICAL SPORTS,GOLF,na,314
SECONDARY,PHYSICAL SPORTS,TRAMPOLINE,na,314
SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,314
SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na,314
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,314
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,314
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,314
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,314
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA,314
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND,314
SECONDARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHY,na,314
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),AVA & BROADCASTING CLUB,314
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,315
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na,315
PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,na,315
PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON,315
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,315
PRIMARY,PHYSICAL SPORTS,NETBALL,na,315
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,315
PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na,315
PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na,315
PRIMARY,PHYSICAL SPORTS,WUSHU,na,315
PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na,315
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,315
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na,315
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na,315
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,315
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,315
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,315
